2038180,Changchun,43.88,125.32278,CN,2537421
1179400,Faisalabad,31.41667,73.08333,PK,2506595
311046,Izmir,38.41273,27.13838,TR,2500603
1915223,Zhongshan,21.31992,110.5723,CN,2493400
2253354,Dakar,14.6937,-17.44406,SN,2476400
1264733,Lucknow,26.83928,80.92313,IN,2472011
360995,Al Jizah,30.00808,31.21093,EG,2443203
3399415,Fortaleza,-3.71722,-38.54306,BR,2400000
3687925,Cali,3.43722,-76.5225,CO,2392877
1625822,Surabaya,-7.24917,112.75083,ID,2374658
3470127,Belo Horizonte,-19.92083,-43.93778,BR,2373224
2251339,Grand Dakar,14.71331,-17.45472,SN,2352057
124665,Mashhad,36.31559,59.56796,IR,2307177
5110302,Brooklyn,40.6501,-73.94958,US,2300664
5133273,Borough of Queens,40.68149,-73.83652,US,2272771
1262180,Nagpur,21.14631,79.08491,IN,2228018
3633009,Maracaibo,10.63167,-71.64056,VE,2225000
1259004,Raigarh Fort,18.25,73.43333,IN,2207929
3469058,Brasilia,-15.77972,-47.92972,BR,2207718
3492908,Santo Domingo,18.50012,-69.98857,DO,2201941
1856057,Nagoya-shi,35.18147,136.90641,JP,2191279
2174003,Brisbane,-27.46794,153.02809,AU,2189878
3553478,Havana,23.13302,-82.38304,CU,2163824
2988507,Paris,48.85341,2.3488,FR,2138551
4699066,Houston,29.76328,-95.36327,US,2099451
1815577,Changsha,28.19874,112.97087,CN,2073938
1805753,Jinan,36.66833,116.99722,CN,2069266
99071,Al Mawsil al Jadidah,36.33091,43.09065,IQ,2065597
1814087,Dalian,38.91222,121.60222,CN,2035307
993800,Johannesburg,-26.20227,28.04363,ZA,2026469
1819609,Kowloon,22.31667,114.18333,HK,2019533
388349,Al Basrat al Qadimah,30.49528,47.8169,IQ,2015483
1784658,Zhengzhou,34.75778,113.64861,CN,2014125
1526384,Almaty,43.25654,76.92848,KZ,2000900
3674962,Medellin,6.25184,-75.56359,CO,1999979
1795270,Shijiazhuang,38.04139,114.47861,CN,1992474
1512569,Tashkent,41.26465,69.21627,UZ,1978028
2507480,Algiers,36.7525,3.04197,DZ,1977663
379252,Khartoum,15.55177,32.53241,SD,1974647
2306104,Accra,5.55602,-0.1969,GH,1963264
3657509,Guayaquil,-2.20584,-79.90795,EC,1952029
8347664,Ordos,39.6086,109.78157,CN,1940653
71137,Sanaa,15.35472,44.20667,YE,1937451
276781,Beirut,33.88894,35.49442,LB,1916100
2063523,Perth,-31.95224,115.8614,AU,1896548
2128295,Sapporo,43.06417,141.34694,JP,1883027
2036502,Jilin,43.85083,126.56028,CN,1881977
1808926,Hangzhou,30.29365,120.16142,CN,1878129
683506,Bucharest,44.43225,26.10626,RO,1877155
1800163,Nanchang,28.68333,115.88333,CN,1871351
2422488,Camayenne,9.535,-13.68778,GN,1871242
6173331,Vancouver,49.24966,-123.11934,CA,1837969
1269743,Indore,22.71792,75.8333,IN,1837041
3526683,Iztapalapa,19.35738,-99.0671,MX,1820888
3529612,Ecatepec,19.61725,-99.06601,MX,1806226
2422465,Conakry,9.53795,-13.67729,GN,1767200
3632998,Maracay,10.24694,-67.59583,VE,1754256
1214520,Medan,3.58333,98.66667,ID,1750971
1166993,Rawalpindi,33.6007,73.0679,PK,1743101
625144,Minsk,53.9,27.56667,BY,1742124
3054643,Budapest,47.49801,19.03991,HU,1741041
99072,Mosul,36.335,43.11889,IQ,1739800
2911298,Hamburg,53.57532,10.01534,DE,1739117
3464975,Curitiba,-25.42778,-49.27306,BR,1718421
756135,Warsaw,52.22977,21.01178,PL,1702139
1650357,Bandung,-6.90389,107.61861,ID,1699719
953781,Soweto,-26.26781,27.85849,ZA,1695047
2761369,Vienna,48.20849,16.37208,AT,1691468
2538475,Rabat,34.01325,-6.83255,MA,1655753
1797929,Qingdao,36.09861,120.37194,CN,1642245
4005539,Guadalajara,20.66682,-103.39182,MX,1640589
3128760,Barcelona,41.38879,2.15899,ES,1621537
964137,Pretoria,-25.74486,28.18783,ZA,1619438
170063,Aleppo,36.20124,37.16117,SY,1602264
1260086,Patna,25.60222,85.11936,IN,1599920
1275841,Bhopal,23.25469,77.40289,IN,1599914
3663517,Manaus,-3.10194,-60.025,BR,1598210
1793346,Tangshan,39.63333,118.18333,CN,1596949
1788534,Xinyang,32.12278,114.06556,CN,1590668
3521081,Puebla de Zaragoza,19.04334,-98.20193,MX,1590256
2335727,Kaduna,10.52224,7.43828,NG,1582102
1821306,Phnom Penh,11.56245,104.91601,KH,1573544
170654,Damascus,33.5102,36.29128,SY,1569394
418863,Isfahan,32.65246,51.67462,IR,1547164
1264728,Ludhiana,30.90015,75.85229,IN,1545368
890299,Harare,-17.82772,31.05337,ZW,1542813
1859171,Kobe-shi,34.6913,135.183,JP,1528478
4560349,Philadelphia,39.95234,-75.16379,US,1526006
1649378,Bekasi,-6.2349,106.9896,ID,1520119
1673820,Kaohsiung,22.61626,120.31333,TW,1519711
4013708,Ciudad Juarez,31.73333,-106.48333,MX,1512354
1529102,UEruemqi,43.80096,87.60046,CN,1508225
5125771,Manhattan,40.78343,-73.96625,US,1487536
3439389,Asuncion,-25.30066,-57.63591,PY,1482200
3390760,Recife,-8.05389,-34.88111,BR,1478098
1835235,Daejeon,36.32139,127.41972,KR,1475221
2298890,Kumasi,6.68848,-1.62443,GH,1468609
1736376,Kota Bharu,6.13328,102.2386,MY,1459994
1857910,Kyoto,35.02107,135.75385,JP,1459640
1735161,Kuala Lumpur,3.1412,101.68653,MY,1453975
128747,Karaj,35.83266,50.99154,IR,1448075
5308655,Phoenix,33.44838,-112.07404,US,1445632
1283240,Kathmandu,27.70169,85.3206,NP,1442271
1633070,Palembang,-2.91673,104.7458,ID,1441500
1169825,Multan,30.19556,71.47528,PK,1437230
1581130,Hanoi,21.0245,105.84117,VN,1431270
706483,Kharkiv,49.98081,36.25272,UA,1430885
1279259,Agra,27.18333,78.01667,IN,1430055
3860259,Cordoba,-31.4135,-64.18105,AR,1428214
113646,Tabriz,38.08,46.2919,IR,1424641
1496747,Novosibirsk,55.0415,82.9346,RU,1419007
1841811,Gwangju,35.15472,126.91556,KR,1416938
750269,Bursa,40.19266,29.08403,TR,1412701
1253573,Vadodara,22.2994,73.20812,IN,1409476
3405870,Belem,-1.45583,-48.50444,BR,1407737
2037355,Fushun,41.85583,123.92333,CN,1400646
3652462,Quito,-0.22985,-78.52495,EC,1399814
1863967,Fukuoka-shi,33.60639,130.41806,JP,1392289
1070940,Antananarivo,-18.91368,47.53613,MG,1391433
1801792,Luoyang,34.68361,112.45361,CN,1390581
1808722,Hefei,31.86389,117.28083,CN,1388904
1176734,Hyderabad,25.39242,68.37366,PK,1386330
5110266,Borough of Bronx,40.84985,-73.86641,US,1385108
3625549,Valencia,10.16202,-68.00765,VE,1385083
1177662,Gujranwala,32.16167,74.18831,PK,1384471
3689147,Barranquilla,10.96854,-74.78132,CO,1380425
1802875,Guankou,28.15861,113.62709,CN,1380000
3981609,Tijuana,32.5027,-117.00371,MX,1376457
922704,Lubumbashi,-11.66089,27.47938,CD,1373770
3452925,Porto Alegre,-30.03306,-51.23,BR,1372741
1625084,Tangerang,-6.17806,106.63,ID,1372124
3904906,Santa Cruz de la Sierra,-17.78629,-63.18117,BO,1364389
1808963,Handan,36.60056,114.46778,CN,1358318
232422,Kampala,0.31628,32.58219,UG,1353189
1486209,Yekaterinburg,56.8519,60.6122,RU,1349772
1886760,Suzhou,31.30408,120.59538,CN,1343091
1336135,Khulna,22.80978,89.56439,BD,1342339
2232593,Douala,4.04827,9.70428,CM,1338082
1795940,Shantou,23.36814,116.71479,CN,1333973
1270926,Gorakhpur,29.44702,75.67181,IN,1324570
104515,Mecca,21.42667,39.82611,SA,1323624
1622786,Makassar,-5.14,119.4221,ID,1321717
5391811,San Diego,32.71533,-117.15726,US,1307402
1859642,Kawasaki,35.52056,139.71722,JP,1306785
3173435,Milano,45.46427,9.18951,IT,1306661
8581443,South Tangerang,-6.28862,106.71789,ID,1303569
2038432,Baotou,40.65222,109.82222,CN,1301768
109223,Medina,24.46861,39.61417,SA,1300000
2220957,Yaounde,3.86667,11.51667,CM,1299369
2460596,Bamako,12.65,-8,ML,1297281
1261731,Nashik,19.99727,73.79096,IN,1289497
1627896,Semarang,-6.9932,110.4203,ID,1288084
2260535,Brazzaville,-4.26613,15.28318,CG,1284609
1259652,Pimpri,18.62292,73.80696,IN,1284606
520555,Nizhniy Novgorod,56.32867,44.00205,RU,1284164
250441,Amman,31.95522,35.94503,JO,1275857
1723510,Budta,7.20417,124.43972,PH,1273715
792680,Belgrade,44.80401,20.46513,RS,1273651
3441575,Montevideo,-34.90328,-56.18816,UY,1270737
909137,Lusaka,-15.40669,28.28713,ZM,1267440
1268295,Kalyan,19.2437,73.13554,IN,1262255
1254661,Thane,19.19704,72.96356,IN,1261517
2867714,Muenchen,48.13743,11.57549,DE,1260391
2673730,Stockholm,59.33258,18.0649,SE,1253309
268743,Ra's Bayrut,33.9,35.48333,LB,1251739
115019,Shiraz,29.61031,52.53114,IR,1249942
325363,Adana,37.00167,35.32889,TR,1248988
1835553,Suwon-si,37.29111,127.00889,KR,1242724
3718426,Port-au-Prince,18.53917,-72.335,HT,1234742
3530589,Ciudad Nezahualcoyotl,19.40061,-99.01483,MX,1232220
2078025,Adelaide,-34.92866,138.59863,AU,1225235
1263214,Meerut,28.97155,77.71934,IN,1223184
1271951,Faridabad,28.41252,77.31977,IN,1220229
1168197,Peshawar,34.008,71.57849,PK,1218773
1715348,Davao,7.07306,125.61278,PH,1212504
1311874,Mandalay,21.97473,96.08359,MM,1208099
3492914,Santiago de los Caballeros,19.4517,-70.69703,DO,1200000
365137,Omdurman,15.64453,32.47773,SD,1200000
2038632,Anshan,41.12361,122.99,CN,1199275
1787824,Tongshan,34.18045,117.15707,CN,1199193
1271308,Ghaziabad,28.66249,77.43777,IN,1199191
1645524,Depok,-6.4,106.81861,ID,1198129
4684888,Dallas,32.78306,-96.80667,US,1197816
6940394,Saitama,35.90807,139.65657,JP,1193350
3514674,Gustavo A. Madero,19.49016,-99.10978,MX,1193161
1272423,Dombivli,19.21667,73.08333,IN,1193000
1040652,Maputo,-25.96553,32.58322,MZ,1191613
3482969,Gustavo A. Madero,22.86971,-98.75895,MX,1185772
1810821,Fuzhou,26.06139,119.30611,CN,1179720
1258847,Rajkot,22.29161,70.79322,IN,1177362
3838583,Rosario,-32.94682,-60.63932,AR,1173533
1809461,Guiyang,26.58333,106.71667,CN,1171633
3462377,Goiania,-16.67861,-49.25389,BR,1171195
3461786,Guarulhos,-23.46278,-46.53333,BR,1169577
3067696,Prague,50.08804,14.42076,CZ,1165581
1253405,Varanasi,25.31668,83.01042,IN,1164404
2618425,Copenhagen,55.67594,12.56553,DK,1153615
727011,Sofia,42.69751,23.32415,BG,1152556
2210247,Tripoli,32.87519,13.18746,LY,1150989
2324774,Port Harcourt,4.77742,7.0134,NG,1148665
1862415,Hiroshima-shi,34.39627,132.45937,JP,1143841
1813253,Lijiang,26.86879,100.22072,CN,1137600
292223,Dubai,25.25817,55.30472,AE,1137347
499099,Samara,53.20006,50.15,RU,1134730
1496153,Omsk,54.99244,73.36859,RU,1129281
2347283,Benin City,6.33504,5.62749,NG,1125058
3995465,Monterrey,25.67506,-100.31846,MX,1122874
1978681,Malingao,7.16083,124.475,PH,1121974
587084,Baku,40.37767,49.89201,AZ,1116513
3998655,Leon,21.12131,-101.66801,MX,1114626
2331447,Maiduguri,11.84644,13.16027,NG,1112449
1790923,Wuxi,31.56887,120.28857,CN,1108647
551487,Kazan,55.78874,49.12214,RU,1104738
616052,Yerevan,40.18111,44.51361,AM,1093485
1278710,Amritsar,31.63661,74.87476,IN,1092450
2357048,Ouagadougou,12.36566,-1.53388,BF,1086505
1848254,Yono,35.88333,139.63333,JP,1077730
501175,Rostov-na-Donu,47.23135,39.72328,RU,1074482
1278994,Allahabad,25.44894,81.83328,IN,1073438
1842485,Goyang,37.65639,126.835,KR,1073069
314830,Gaziantep,37.05944,37.3825,TR,1065975
1253102,Vishakhapatnam,17.69004,83.20925,IN,1063178
2111149,Sendai-shi,38.26889,140.87194,JP,1063103
8555918,Sendai,38.25759,140.8667,JP,1063103
1508291,Chelyabinsk,55.15402,61.42915,RU,1062919
2037799,Datong,40.09361,113.29139,CN,1052678
611717,Tbilisi,41.69411,44.83368,GE,1049498
7283386,Changshu City,31.64615,120.74221,CN,1047700
1668399,Taichung,24.1469,120.6839,TW,1040725
1254745,Teni,10.01531,77.482,IN,1034724
1790353,Xianyang,34.33778,108.70261,CN,1034081
479561,Ufa,54.74306,55.96779,RU,1033338
709930,Dnipropetrovsk,48.45,34.98333,UA,1032822
1897000,Seongnam,37.43861,127.13778,KR,1031935
3467865,Campinas,-22.90556,-47.06083,BR,1031554
1269633,Jabalpur,23.16697,79.95006,IN,1030168
1270396,Haora,22.57688,88.31857,IN,1027672
1807681,Huainan,32.62639,116.99694,CN,1027655
709717,Donets'k,48.023,37.80224,UA,1024700
2964574,Dublin,53.33306,-6.24889,IE,1024027
1804651,Kunming,25.03889,102.71833,CN,1023674
5913490,Calgary,51.05011,-114.08529,CA,1019942
2800866,Brussels,50.85045,4.34878,BE,1019022
1278149,Aurangabad,19.87757,75.34226,IN,1016441
472757,Volgograd,48.71939,44.50184,RU,1011417
3456160,Nova Iguacu,-22.75917,-43.45111,BR,1002118
1797121,Jieyang,23.52886,116.36416,CN,1001985
698740,Odessa,46.47747,30.73262,UA,1001558
7602670,Zhu Cheng City,35.99502,119.40259,CN,1000000
7870153,Masjid Jamie Baitul Muttaqien,-6.36836,107.9558,ID,1000000
6943660,Shivaji Nagar,18.53017,73.85263,IN,1000000
1859307,Kitakyushu,33.83333,130.83333,JP,997536
1256436,Solapur,17.67152,75.91044,IN,997281
1816971,Baoding,38.85111,115.49028,CN,995652
3598132,Guatemala City,14.64072,-90.51327,GT,994938
2038300,Benxi,41.28861,123.765,CN,987717
3979770,Zapopan,20.72356,-103.38479,MX,987516
2655603,Birmingham,52.48142,-1.89983,GB,984333
511196,Perm',58.01741,56.28552,RU,982419
1255634,Srinagar,34.08842,74.80298,IN,975857
2317765,Zaria,11.11128,7.7227,NG,975153
3617763,Managua,12.13282,-86.2504,NI,973087
964420,Port Elizabeth,-33.91799,25.57007,ZA,967677
2548885,Fes,34.03715,-4.9998,MA,964891
2886242,Koeln,50.93333,6.95,DE,963395
1833747,Ulsan,35.53722,129.31667,KR,962865
1274746,Chandigarh,30.73629,76.7884,IN,960787
1273865,Coimbatore,11.00555,76.96612,IN,959823
3172394,Napoli,40.83333,14.25,IT,959574
3395981,Maceio,-9.66583,-35.73528,BR,954991
3687238,Cartagena,10.39972,-75.51444,CO,952024
1815456,Changzhou,31.77358,119.95401,CN,949018
101760,Sultanah,24.49258,39.58572,SA,946697
5392171,San Jose,37.33939,-121.89496,US,945942
2274895,Monrovia,6.30054,-10.7969,LR,939524
3489854,Kingston,17.99702,-76.79358,JM,937700
95446,Erbil,36.19257,44.01062,IQ,932800
1502026,Krasnoyarsk,56.01839,92.86717,RU,927200
6611854,Nay Pyi Taw,19.745,96.12972,MM,925000
1268865,Jodhpur,26.26841,73.00594,IN,921476
2113015,Chiba,35.60472,140.12333,JP,919729
3388368,Sao Luis,-2.52972,-44.30278,BR,917237
1264521,Madurai,9.91735,78.11962,IN,909908
2537763,Sale,34.0531,-6.79846,MA,903485
1807700,Huaibei,33.97444,116.79167,CN,903039
3919968,Cochabamba,-17.3895,-66.1568,BO,900414
2293521,Abobo,5.41613,-4.0159,CI,900000
100077,Abu Ghurayb,33.30703,44.18694,IQ,900000
119208,Qom,34.6401,50.8764,IR,900000
1528675,Bishkek,42.87,74.59,KG,900000
1271476,Guwahati,26.1844,91.7458,IN,899094
2353151,Aba,5.10658,7.36667,NG,897560
1798827,Pingdingshan,33.73847,113.30119,CN,889675
1270583,Gwalior,26.22982,78.17337,IN,882458
2035265,Qiqihar,47.34088,123.96045,CN,882364
1732905,Klang,3.03333,101.45,MY,879867
3844421,Mendoza,-32.89084,-68.82717,AR,876884
306571,Konya,37.87135,32.48464,TR,875530
209228,Mbuji-Mayi,-6.13603,23.58979,CD,874761
1253184,Vijayawada,16.51928,80.63049,IN,874587
2246678,Pikine,14.76457,-17.39071,SN,874062
1262321,Mysore,12.29791,76.63925,IN,868313
1791388,Wenzhou,27.99942,120.66682,CN,865672
3165524,Turin,45.07049,7.68682,IT,865263
498677,Saratov,51.54056,46.00861,RU,863725
3600949,Tegucigalpa,14.0818,-87.20681,HN,850848
1838716,Bucheon,37.49889,126.78306,KR,850731
472045,Voronezh,51.67204,39.1843,RU,848752
1258526,Ranchi,23.34777,85.33856,IN,846454
3522790,Naucalpan de Juarez,19.47851,-99.23963,MX,846185
2028462,Ulaanbaatar,47.90771,106.88324,MN,844818
1821940,Takeo,10.99081,104.78498,KH,843931
144448,Ahvaz,31.31901,48.6842,IR,841145
3947322,Arequipa,-16.39889,-71.535,PE,841130
1633419,Padang,-0.94924,100.35427,ID,840352
1269920,Hubli,15.34776,75.13378,IN,840214
2542997,Marrakesh,31.63416,-7.99994,MA,839296
1771023,Kampung Baru Subang,3.15,101.53333,MY,833571
4259418,Indianapolis,39.76838,-86.15804,US,829718
4160021,Jacksonville,30.33218,-81.65565,US,821784
3464374,Duque de Caxias,-22.78556,-43.31167,BR,818329
2335953,Jos,9.91667,8.9,NG,816824
2509954,Valencia,39.46975,-0.37739,ES,814208
2337639,Ilorin,8.5,4.55,NG,814192
3946083,Callao,-12.05658,-77.11814,PE,813264
3911925,La Paz,-16.5,-68.15,BO,812799
6094817,Ottawa,45.41117,-75.69812,CA,812129
3648522,Barquisimeto,10.07389,-69.32278,VE,809490
4014338,Chihuahua,28.63528,-106.08889,MX,809232
5391959,San Francisco,37.77493,-122.41942,US,805235
1799869,Nanning,22.81667,108.31667,CN,803788
2409306,Freetown,8.484,-13.22994,SL,802639
1732752,Johor Bahru,1.4655,103.7578,MY,802489
281184,Jerusalem,31.76904,35.21633,IL,801000
1624917,Bandarlampung,-5.42544,105.25803,ID,800348
6618983,Zagreb - Centar,45.81313,15.97753,HR,800000
1648473,Bogor,-6.59444,106.78917,ID,800000
186301,Mombasa,-4.05466,39.66359,KE,799668
1717512,Cebu City,10.31672,123.89071,PH,798634
287286,Muscat,23.61387,58.5922,OM,797000
687700,Zaporizhzhya,47.82289,35.19031,UA,796217
2995469,Marseille,43.29695,5.38107,FR,794811
250090,Zarqa,32.07275,36.08796,JO,792665
6955677,Cankaya,39.9179,32.86268,TR,792189
4671654,Austin,30.26715,-97.74306,US,790390
4509177,Columbus,39.96118,-82.99879,US,787033
2474141,Boumerdas,36.76639,3.47717,DZ,786499
1268782,Jalandhar,31.32556,75.57917,IN,785178
1254163,Thiruvananthapuram,8.4855,76.94924,IN,784153
1853195,Sakai,34.58333,135.46667,JP,782339
1785294,Anyang,36.09944,114.32889,CN,781129
3836873,San Miguel de Tucuman,-26.82414,-65.2226,AR,781023
1257629,Salem,11.65116,78.15867,IN,778396
1254388,Tiruchirappalli,10.8155,78.69651,IN,775484
169577,Homs,34.72682,36.72339,SY,775404
2036892,Hohhot,40.81056,111.65222,CN,774477
2440485,Niamey,13.51366,2.1098,NE,774235
1668355,Tainan,22.99083,120.21333,TW,771235
1817720,Shangyu,30.01556,120.87111,CN,770000
3093133,Lodz,51.75,19.46667,PL,768755
110336,Dammam,26.43442,50.10326,SA,768602
1788852,Xining,36.62554,101.75739,CN,767531
23814,Kahriz,34.3838,47.0553,IR,766706
1266049,Kota,25.18254,75.83906,IN,763088
3394023,Natal,-5.795,-35.20944,BR,763043
1275817,Bhubaneshwar,20.27241,85.83385,IN,762243
1797595,Qinhuangdao,39.93167,119.58833,CN,759718
1808370,Hengyang,26.88806,112.615,CN,759602
323777,Antalya,36.90812,30.69556,TR,758188
3094802,Krakow,50.06143,19.93658,PL,755050
1279017,Aligarh,27.88334,78.07475,IN,753207
1583992,Da Nang,16.06778,108.22083,VN,752493
965301,Pietermaritzburg,-29.61678,30.39278,ZA,750845
2365267,Lome,6.13748,1.21227,TG,749700
3691175,Trujillo,-8.11599,-79.02998,PE,747450
1636722,Malang,-7.9797,112.6304,ID,746716
3645528,Ciudad Guayana,8.35122,-62.64102,VE,746535
1277013,Bareilly,28.34702,79.42193,IN,745435
202061,Kigali,-1.94995,30.05885,RW,745261
3386496,Teresina,-5.08917,-42.80194,BR,744512
1788572,Xinxiang,35.30889,113.86722,CN,743601
3449344,Sao Bernardo do Campo,-23.69389,-46.565,BR,743372
2036986,Hegang,47.35118,130.30012,CN,743307
456172,Riga,56.946,24.10589,LV,742572
2759794,Amsterdam,52.37403,4.88969,NL,741636
4691930,Fort Worth,32.72541,-97.32085,US,741206
2325200,Oyo,7.85,3.93333,NG,736072
1167528,Quetta,30.199,67.00971,PK,733675
4460243,Charlotte,35.22709,-80.84313,US,731424
3467747,Campo Grande,-20.44278,-54.64639,BR,729151
264371,Athens,37.97945,23.71622,GR,729137
162183,Ashgabat,37.95,58.38333,TM,727700
3514663,Alvaro Obregon,19.35867,-99.20329,MX,727034
1169607,Muzaffarabad,34.37002,73.47082,PK,725000
4005492,Guadalupe,25.67678,-100.25646,MX,724921
751324,Bagcilar,41.03903,28.85671,TR,724270
98463,As Sulaymaniyah,35.56496,45.4329,IQ,723170
3685533,Cucuta,7.89391,-72.50782,CO,721398
1262801,Moradabad,28.83893,78.77684,IN,721139
2427123,N'Djamena,12.10672,15.0444,TD,721081
1804540,Langfang,39.50972,116.69472,CN,720119
1799397,Ningbo,29.87819,121.54945,CN,719867
1787093,Yantai,37.47649,121.44081,CN,719332
702550,L'viv,49.83826,24.02324,UA,717803
3523349,Merida,20.9767,-89.62059,MX,717175
3515431,Tlalnepantla,19.54005,-99.19538,MX,715767
1855503,Nerima-ku,35.73333,139.65,JP,713995
4990729,Detroit,42.33143,-83.04575,US,713777
5946768,Edmonton,53.55014,-113.46871,CA,712391
1845457,Jeonju,35.82194,127.14889,KR,711424
1783763,Zhuzhou,27.83333,113.15,CN,709358
8504423,Subang Jaya,3.04384,101.58062,MY,708296
1275901,Bhiwandi,19.30023,73.05881,IN,707035
1631761,Pekanbaru,0.53333,101.45,ID,703956
